# Catalog of 6,669 unique galaxies from SDSS Data Release 1
# In addition, galaxies are selected by the following conditions:
#    12 < rPetrosian < 17.77 
#  0.01 <  redshift  < 0.30
#    good imaging magnitudes,
#  212 < RA < 228 and -1 < Dec < 4
# The listed parameters are:
# RA/Dec: equatorial position in decimal deg.
# redshift, determined from SDSS spectrum
# DM: distance module for WMAP cosmology (magnitudes)
# absolute magnitude Mr = r - DM
# u and r: model magnitude, u-r=2.22 is a good separator
#          of spiral and elliptical galaxies (see Strateva et al. 2001)
#
#    RA         Dec  redshift   DM     u      r  
 215.24303    0.37316  0.119  38.69  18.78  16.85 
 215.43298    0.33185  0.236  40.34  20.18  16.80 
 215.31172    0.34930  0.151  39.26  20.75  17.58 
 215.36870    0.41378  0.150  39.25  20.74  17.35 
 215.40439    0.36846  0.125  38.81  18.61  15.78 
 215.46303    0.22122  0.098  38.24  19.97  17.11 
 215.52646    0.41713  0.123  38.77  18.49  16.48 
 215.49409    0.40182  0.133  38.96  19.60  17.15 
 215.73671    0.38376  0.125  38.81  19.28  17.35 
 215.83649    0.27787  0.140  39.08  19.07  15.92 
 215.83568    0.28045  0.141  39.10  22.08  18.24 
 215.86812    0.23341  0.062  37.19  18.41  15.84 
 215.87956    0.38713  0.127  38.84  20.18  17.47 
 215.82349    0.25452  0.141  39.09  19.90  17.02 
 215.75880    0.35058  0.099  38.27  18.38  16.56 
 216.18643    0.28998  0.136  39.01  19.55  16.46 
 216.08159    0.24941  0.103  38.37  19.83  17.50 
 216.33110    0.34818  0.085  37.93  19.15  16.33 
 216.23801    0.39219  0.134  38.98  20.17  17.31 
 216.26346    0.26187  0.135  38.99  19.97  16.85 
 216.31110    0.35898  0.134  38.97  20.31  17.17 
 216.33920    0.27121  0.133  38.96  19.45  17.56 
 216.36522    0.33780  0.134  38.98  19.24  16.18 
 216.39319    0.33248  0.085  37.91  18.53  15.71 
 216.49998    0.23190  0.084  37.90  18.17  15.87 
 216.39531    0.37167  0.133  38.97  20.02  17.16 
 216.42235    0.34631  0.131  38.93  19.32  17.27 
 216.50407    0.36746  0.133  38.96  20.19  17.14 
 216.51285    0.38020  0.084  37.89  19.17  17.22 
 216.76167    0.29098  0.128  38.87  20.06  17.12 
 216.66385    0.25678  0.115  38.62  20.19  17.41 
 216.88347    0.26207  0.150  39.24  20.23  17.22 
 217.23564    0.35901  0.129  38.90  19.18  16.04 
 217.12621    0.34059  0.130  38.90  20.10  16.96 
 217.25272    0.40188  0.115  38.61  20.23  17.02 
 217.10861    0.31275  0.085  37.91  18.74  16.84 
 217.19858    0.40894  0.114  38.60  19.13  17.12 
 217.27736    0.31607  0.105  38.42  19.70  16.99 
 217.35136    0.25376  0.055  36.94  19.38  16.77 
 217.35323    0.37306  0.057  37.00  19.57  17.10 
 217.35941    0.39754  0.057  36.99  18.51  15.81 
 217.36519    0.37671  0.087  37.97  19.68  17.14 
 217.36967    0.31213  0.102  38.34  19.38  16.81 
 217.40254    0.33488  0.056  36.96  18.94  16.24 
 217.40381    0.41001  0.056  36.96  20.04  17.33 
 217.41928    0.36638  0.056  36.96  17.10  14.23 
 217.42429    0.36901  0.054  36.87  19.67  17.12 
 217.43698    0.23369  0.055  36.94  19.19  16.41 
 217.43823    0.25301  0.056  36.98  18.68  15.84 
 217.44292    0.30188  0.055  36.92  18.30  15.66 
 217.45102    0.28285  0.056  36.96  18.39  15.74 
 217.45634    0.25173  0.103  38.36  19.73  16.92 
 217.46260    0.34890  0.056  36.96  18.51  15.81 
 217.55202    0.33355  0.034  35.88  17.61  16.07 
 217.55211    0.23407  0.055  36.90  17.91  15.16 
 217.43857    0.22654  0.102  38.35  18.83  16.15 
 217.45744    0.28080  0.103  38.35  18.91  17.11 
 217.46980    0.34635  0.086  37.95  18.80  17.09 
 217.48561    0.29803  0.092  38.10  19.03  17.15 
 217.43468    0.40231  0.151  39.26  20.56  17.41 
 217.62102    0.32897  0.132  38.95  19.39  17.52 
 217.62065    0.30643  0.056  36.96  19.49  16.92 
 217.66293    0.26013  0.054  36.87  19.41  17.42 
 217.67937    0.25285  0.055  36.92  17.60  14.91 
 217.69179    0.24763  0.054  36.90  17.36  14.64 
 217.59677    0.28947  0.132  38.94  19.97  17.20 
 217.57382    0.31432  0.096  38.19  19.69  16.93 
 217.74501    0.40463  0.131  38.92  20.29  17.14 
 217.74490    0.40669  0.131  38.92  20.06  17.00 
 217.86380    0.25508  0.055  36.90  18.01  15.32 
 217.89140    0.36812  0.130  38.91  19.75  17.10 
 218.06808    0.37972  0.035  35.92  19.22  16.96 
 218.03497    0.41116  0.053  36.82  17.65  15.63 
 218.04675    0.40051  0.035  35.89  18.39  16.16 
 218.12685    0.27467  0.026  35.25  17.43  15.77 
 218.14510    0.33792  0.072  37.54  19.60  17.15 
 218.05119    0.22323  0.036  35.94  18.09  16.64 
 218.27371    0.35426  0.052  36.81  18.01  16.61 
 218.37679    0.29222  0.079  37.74  19.58  16.81 
 218.40939    0.34390  0.125  38.81  19.44  16.75 
 218.34648    0.36592  0.133  38.97  19.50  17.48 
 218.56133    0.23833  0.120  38.72  19.82  16.85 
 218.55620    0.23249  0.121  38.73  20.02  17.34 
 218.50539    0.22772  0.122  38.75  20.41  17.64 
 218.85561    0.33433  0.035  35.88  17.82  16.46 
 218.87500    0.41368  0.035  35.93  18.10  17.02 
 218.99219    0.40104  0.057  37.01  19.76  17.08 
 218.98364    0.30242  0.108  38.47  20.19  17.31 
 219.26715    0.38338  0.079  37.73  19.31  16.63 
 219.27155    0.22873  0.139  39.06  19.31  17.21 
 219.63678    0.41709  0.033  35.81  17.93  16.77 
 219.58229    0.37544  0.139  39.06  20.43  17.34 
 219.78978    0.41815  0.195  39.88  19.64  17.02 
 219.82028    0.24919  0.133  38.96  20.26  17.35 
 219.92491    0.23067  0.198  39.91  19.52  17.41 
 219.98712    0.38258  0.164  39.46  19.16  17.26 
 220.09436    0.27797  0.109  38.49  19.21  17.14 
 220.14709    0.26091  0.109  38.49  18.96  16.41 
 220.19138    0.29183  0.104  38.38  19.39  17.16 
 220.16203    0.41421  0.166  39.49  20.40  17.32 
 220.35016    0.40593  0.104  38.38  19.80  17.02 
 220.61343    0.33732  0.177  39.64  20.55  17.37 
 220.56688    0.30054  0.176  39.63  20.22  17.07 
 220.59598    0.41192  0.150  39.24  19.83  17.11 
 220.60159    0.32069  0.178  39.66  19.98  16.61 
 220.62979    0.34577  0.176  39.63  20.17  16.84 
 220.63545    0.29183  0.208  40.03  20.34  17.39 
 220.61960    0.35181  0.169  39.53  20.36  17.27 
 220.57838    0.23852  0.179  39.67  20.54  17.52 
 220.74268    0.26899  0.029  35.50  17.24  14.94 
 221.24609    0.41084  0.034  35.83  18.34  16.08 
 221.21718    0.36581  0.037  36.03  17.12  15.15 
 221.35565    0.23453  0.038  36.09  17.43  15.44 
 221.30472    0.41415  0.118  38.68  18.94  17.16 
 221.86269    0.32159  0.120  38.72  19.12  16.25 
 221.99841    0.34161  0.121  38.73  19.76  17.09 
 222.17642    0.29036  0.086  37.95  19.24  17.35 
 222.09903    0.22629  0.084  37.90  18.54  16.92 
 222.16750    0.22466  0.116  38.65  19.68  17.22 
 222.05902    0.25835  0.147  39.19  18.74  17.45 
 222.32062    0.31075  0.056  36.97  18.51  16.98 
 222.43262    0.37214  0.153  39.29  20.23  17.15 
 222.59964    0.34823  0.040  36.19  18.65  16.68 
 222.76247    0.39023  0.056  36.96  19.19  17.34 
 222.93535    0.34542  0.188  39.78  20.48  17.46 
 222.96017    0.30867  0.189  39.80  20.46  17.29 
 223.20891    0.27796  0.028  35.41  18.09  16.82 
 223.36430    0.32448  0.043  36.36  18.36  17.10 
 223.34883    0.36433  0.045  36.45  17.84  16.01 
 223.37134    0.30720  0.042  36.34  18.59  17.48 
 223.55878    0.35597  0.116  38.64  18.90  16.86 
 223.69212    0.27535  0.067  37.38  18.54  16.55 
 223.70671    0.35420  0.067  37.37  18.53  16.18 
 223.96135    0.37783  0.136  39.01  19.55  17.15 
 223.84401    0.34994  0.111  38.54  19.14  17.39 
 224.06886    0.33195  0.139  39.07  20.19  17.09 
 224.12839    0.22633  0.185  39.75  20.54  17.38 
 224.09964    0.40018  0.088  37.98  20.09  17.67 
 224.00967    0.39689  0.083  37.85  19.33  17.65 
 224.01372    0.31185  0.078  37.72  18.64  16.93 
 224.16080    0.29329  0.107  38.45  19.56  16.75 
 224.37628    0.38258  0.084  37.89  18.74  17.55 
 224.39870    0.26033  0.106  38.44  20.11  17.30 
 224.39355    0.29233  0.084  37.90  19.39  17.47 
 224.52617    0.36807  0.104  38.38  20.08  17.12 
 224.54384    0.35049  0.104  38.38  20.11  17.29 
 224.67691    0.38892  0.115  38.63  19.16  16.52 
 225.03497    0.39835  0.086  37.95  18.68  17.29 
 225.05341    0.33977  0.031  35.66  18.38  17.51 
 225.63551    0.35048  0.086  37.93  18.64  16.61 
 225.59259    0.39103  0.085  37.92  19.73  17.49 
 225.97812    0.24229  0.079  37.74  18.61  17.00 
 225.96439    0.27858  0.070  37.47  18.51  16.46 
 226.05499    0.39463  0.086  37.95  18.16  16.18 
 226.14134    0.33636  0.087  37.98  19.61  16.93 
 226.18358    0.37341  0.066  37.33  18.66  17.22 
 226.26668    0.37980  0.073  37.58  17.93  16.50 
 226.38449    0.33593  0.186  39.77  20.73  17.61 
 226.61404    0.33558  0.223  40.20  20.57  17.26 
 226.77988    0.37748  0.183  39.72  20.74  17.34 
 226.84521    0.40265  0.123  38.77  19.93  17.35 
 226.86575    0.40432  0.072  37.55  19.63  16.93 
 226.83633    0.41953  0.116  38.63  19.25  17.56 
 227.08081    0.32357  0.196  39.88  20.63  17.35 
 227.06815    0.32916  0.263  40.61  20.09  16.86 
 227.27133    0.39407  0.096  38.19  19.04  16.05 
 227.17776    0.32594  0.143  39.13  20.51  17.69 
 227.18004    0.35204  0.141  39.10  20.41  17.31 
 227.27878    0.40253  0.089  38.03  19.94  17.38 
 227.25029    0.39095  0.247  40.46  21.15  16.51 
 227.28870    0.30710  0.096  38.21  19.62  16.63 
 227.28673    0.25347  0.054  36.88  17.95  16.50 
 227.34116    0.29411  0.163  39.44  20.15  16.93 
 227.35352    0.36167  0.088  38.01  19.45  17.11 
 227.54019    0.39419  0.092  38.09  19.77  16.91 
 227.57880    0.29338  0.052  36.78  19.08  17.41 
 227.53989    0.28621  0.152  39.27  19.97  16.85 
 227.43852    0.25604  0.039  36.15  18.15  16.48 
 227.46101    0.28323  0.039  36.17  19.04  17.07 
 227.56860    0.39870  0.105  38.40  18.85  17.56 
 227.72205    0.41893  0.073  37.58  18.35  16.74 
 227.60156    0.34672  0.073  37.57  19.78  17.34 
 227.66087    0.35272  0.091  38.09  18.71  16.64 
 227.72708    0.23188  0.144  39.14  20.22  17.23 
 227.79646    0.24619  0.153  39.30  20.18  17.28 
 227.81041    0.35843  0.050  36.70  18.40  16.72 
 227.98232    0.22757  0.224  40.21  20.72  17.16 
 227.89891    0.21567  0.211  40.07  19.20  17.36 
 212.02463    0.74924  0.077  37.68  18.40  15.77 
 212.11499    0.70026  0.026  35.21  17.92  16.60 
 212.16211    0.65949  0.114  38.60  19.59  16.47 
 212.20047    0.81204  0.113  38.59  19.57  16.64 
 212.17603    0.79306  0.115  38.61  20.42  17.23 
 212.29036    0.76278  0.114  38.60  18.72  16.86 
 212.35840    0.72861  0.165  39.47  20.19  17.14 
 212.50012    0.73179  0.136  39.01  18.96  17.09 
 212.60556    0.78288  0.180  39.68  19.36  16.83 
 212.68671    0.64921  0.150  39.24  18.71  16.36 
 212.63443    0.63653  0.106  38.42  18.97  15.84 
 212.62801    0.63346  0.107  38.45  18.72  16.26 
 212.62665    0.67859  0.149  39.23  20.16  16.97 
 212.68388    0.66988  0.149  39.22  19.88  16.90 
 212.75305    0.71979  0.178  39.65  20.37  17.09 
 212.82417    0.71827  0.079  37.74  18.32  17.04 
 212.88728    0.78693  0.126  38.84  19.64  16.72 
 212.89842    0.73456  0.124  38.80  18.95  15.98 
 212.78720    0.69581  0.175  39.62  20.30  17.29 
 212.84286    0.80782  0.200  39.94  20.66  17.40 
 212.88222    0.74401  0.125  38.81  19.70  17.16 
 212.89871    0.68954  0.157  39.35  19.35  17.17 
 212.77017    0.74082  0.107  38.45  19.30  17.30 
 212.87314    0.68993  0.143  39.13  19.16  16.83 
 212.91034    0.70529  0.124  38.80  19.12  17.10 
 212.95424    0.71953  0.125  38.81  19.93  17.00 
 212.92998    0.72010  0.025  35.14  17.09  15.20 
 212.93156    0.72074  0.025  35.16  18.25  17.35 
 213.09930    0.63969  0.262  40.60  20.17  17.25 
 213.39052    0.77358  0.097  38.22  19.01  16.86 
 213.57317    0.67150  0.114  38.59  18.56  15.60 
 213.60414    0.67185  0.114  38.59  18.78  16.34 
 213.59291    0.72278  0.114  38.60  19.91  17.35 
 213.57161    0.64000  0.114  38.60  19.70  17.12 
 213.75159    0.64562  0.077  37.69  19.61  17.29 
 213.81319    0.69719  0.125  38.82  19.20  16.30 
 214.04811    0.74362  0.125  38.80  20.07  17.30 
 214.11545    0.70604  0.053  36.85  19.50  17.05 
 214.21732    0.76507  0.174  39.60  19.66  16.65 
 214.28323    0.67850  0.078  37.71  18.26  16.42 
 214.31496    0.76417  0.078  37.71  18.96  16.48 
 214.36568    0.63456  0.050  36.73  17.85  16.58 
 214.38118    0.77165  0.078  37.71  17.99  15.33 
 214.28108    0.63655  0.168  39.52  19.91  17.25 
 214.30455    0.79375  0.051  36.73  18.49  17.25 
 214.48346    0.67665  0.053  36.84  17.61  16.25 
 214.54314    0.74865  0.113  38.58  19.54  16.97 
 214.47913    0.71810  0.066  37.35  18.46  16.75 
 214.61655    0.75009  0.026  35.21  18.48  17.11 
 214.56175    0.69674  0.118  38.68  19.03  17.07 
 214.58835    0.64456  0.188  39.78  19.65  16.91 
 214.59860    0.73215  0.026  35.22  17.78  16.37 
 214.62659    0.68666  0.119  38.69  20.08  17.57 
 214.81680    0.78137  0.113  38.58  19.34  17.24 
 214.73167    0.73889  0.257  40.55  20.39  17.13 
 215.07207    0.75857  0.055  36.92  19.68  17.24 
 215.09473    0.72308  0.084  37.89  19.84  17.20 
 215.05670    0.77211  0.127  38.85  19.71  17.12 
 215.30316    0.82436  0.075  37.63  18.66  16.66 
 215.17819    0.78270  0.127  38.85  19.05  16.83 
 215.26439    0.67024  0.127  38.84  19.68  17.48 
 215.27167    0.79901  0.126  38.83  18.31  16.40 
 215.34882    0.76505  0.040  36.22  18.15  15.56 
 215.40411    0.72086  0.126  38.84  18.87  16.99 
 215.41656    0.78047  0.146  39.19  19.76  16.41 
 215.41127    0.78083  0.145  39.16  19.10  16.16 
 215.35039    0.78977  0.170  39.54  20.31  17.26 
 215.39528    0.82973  0.168  39.51  20.61  17.38 
 215.40744    0.64432  0.170  39.54  20.29  17.22 
 215.39764    0.83763  0.168  39.52  20.11  17.18 
 215.43896    0.82714  0.168  39.51  20.58  17.65 
 215.50188    0.64990  0.054  36.90  18.29  15.55 
 215.55367    0.74978  0.127  38.85  18.83  16.88 
 215.69958    0.81368  0.152  39.27  19.76  16.86 
 215.75410    0.79432  0.054  36.89  17.52  14.76 
 215.72299    0.66704  0.165  39.47  20.57  17.38 
 215.75293    0.70742  0.054  36.87  18.58  17.13 
 215.77429    0.81062  0.054  36.88  19.04  16.57 
 215.89027    0.80837  0.146  39.18  18.64  17.16 
 215.88931    0.73144  0.086  37.93  20.11  17.33 
 215.78360    0.76932  0.055  36.91  18.61  16.70 
 215.89992    0.80381  0.128  38.86  18.68  17.01 
 215.96582    0.83115  0.039  36.13  17.81  16.59 
 216.04388    0.66386  0.160  39.40  19.72  17.24 
 215.96268    0.69825  0.103  38.37  18.93  16.74 
 216.05197    0.72471  0.095  38.17  19.69  17.58 
 216.24002    0.80193  0.159  39.39  20.01  16.94 
 216.27776    0.81562  0.142  39.12  19.49  17.21 
 216.33372    0.67342  0.159  39.39  18.77  16.85 
 216.32918    0.67419  0.112  38.57  18.27  16.86 
 216.39828    0.66780  0.126  38.84  18.79  16.10 
 216.43713    0.83588  0.085  37.90  19.84  17.05 
 216.43140    0.80571  0.085  37.93  20.11  17.33 
 216.57542    0.83309  0.126  38.84  19.26  16.15 
 216.56812    0.83757  0.125  38.81  19.48  16.41 
 216.52928    0.82952  0.126  38.83  19.51  16.39 
 216.60176    0.83265  0.126  38.84  19.31  16.37 
 216.61455    0.77312  0.128  38.87  20.45  17.52 
 216.53867    0.83546  0.124  38.80  20.25  17.35 
 216.62257    0.76285  0.128  38.88  19.65  17.60 
 216.67062    0.77645  0.124  38.79  20.62  17.55 
 216.71278    0.82417  0.145  39.16  19.48  17.31 
 216.87137    0.83280  0.126  38.83  19.01  16.25 
 216.92712    0.82403  0.151  39.25  18.94  17.42 
 216.95467    0.74556  0.111  38.53  19.69  17.23 
 216.92033    0.77499  0.085  37.91  19.31  17.54 
 216.96620    0.75426  0.057  37.01  18.41  17.14 
 216.97832    0.71537  0.085  37.92  18.93  16.82 
 216.99156    0.71502  0.057  36.99  19.10  17.55 
 217.01460    0.81137  0.170  39.55  19.12  16.74 
 217.17134    0.63203  0.129  38.89  19.36  16.99 
 217.18745    0.71150  0.057  37.00  18.07  15.55 
 217.18965    0.70813  0.103  38.35  18.24  15.21 
 217.19089    0.70510  0.102  38.33  20.27  17.20 
 217.11079    0.81434  0.102  38.33  20.38  17.37 
 217.13449    0.72696  0.104  38.38  20.38  17.44 
 217.14684    0.79941  0.126  38.84  19.68  16.83 
 217.17349    0.65254  0.129  38.89  18.68  16.88 
 217.18460    0.73618  0.105  38.40  20.20  17.49 
 217.29265    0.77225  0.161  39.42  19.83  16.49 
 217.32143    0.69727  0.056  36.96  18.77  16.85 
 217.38249    0.73711  0.031  35.60  18.17  17.16 
 217.35529    0.73145  0.124  38.78  20.40  17.53 
 217.39706    0.80437  0.166  39.49  20.31  17.07 
 217.40138    0.74353  0.127  38.86  20.27  17.27 
 217.29462    0.79148  0.098  38.25  18.98  17.44 
 217.44701    0.68802  0.054  36.88  18.86  17.12 
 217.45755    0.66482  0.054  36.87  18.86  16.19 
 217.53452    0.70347  0.054  36.88  18.53  16.51 
 217.56039    0.66467  0.118  38.68  20.14  17.20 
 217.64563    0.65445  0.133  38.95  19.89  16.74 
 217.67271    0.82474  0.205  40.00  20.69  17.53 
 217.68068    0.80830  0.137  39.02  20.50  17.29 
 217.70035    0.70691  0.131  38.92  20.18  17.30 
 217.55678    0.70674  0.137  39.03  19.44  17.29 
 217.68806    0.77545  0.087  37.98  19.41  17.17 
 217.76068    0.79385  0.136  39.02  19.16  16.08 
 217.76216    0.79252  0.128  38.87  18.80  17.26 
 217.85255    0.66739  0.095  38.18  19.74  17.31 
 217.73601    0.74417  0.136  39.01  20.28  17.16 
 217.84004    0.68771  0.095  38.18  18.13  16.29 
 217.72572    0.79465  0.133  38.96  18.81  16.91 
 217.93480    0.81194  0.095  38.17  17.54  16.04 
 217.97255    0.81232  0.127  38.85  20.27  17.12 
 217.91406    0.81540  0.096  38.19  18.87  17.13 
 218.13438    0.77150  0.034  35.85  17.22  14.89 
 218.12984    0.77067  0.071  37.52  19.53  17.61 
 218.06204    0.78368  0.223  40.20  19.32  17.15 
 218.06439    0.76721  0.072  37.52  18.62  16.78 
 218.08340    0.65782  0.148  39.22  20.04  17.24 
 218.20741    0.63696  0.029  35.49  18.55  17.11 
 218.33400    0.66464  0.078  37.73  18.33  15.81 
 218.33733    0.83730  0.034  35.86  17.22  14.79 
 218.43626    0.79519  0.128  38.87  18.23  15.21 
 218.43704    0.79493  0.128  38.87  18.23  15.21 
 218.44252    0.70083  0.129  38.88  18.82  16.65 
 218.44334    0.63481  0.120  38.71  19.49  16.62 
 218.36659    0.77249  0.078  37.72  18.34  16.80 
 218.43437    0.69334  0.129  38.89  19.86  17.50 
 218.50935    0.65600  0.031  35.66  18.23  15.83 
 218.47200    0.72940  0.119  38.69  18.92  17.26 
 218.48508    0.65278  0.079  37.73  19.01  16.74 
 218.54141    0.77080  0.119  38.70  19.08  16.14 
 218.46423    0.77249  0.133  38.96  19.72  17.10 
 218.48157    0.79183  0.120  38.71  19.15  16.86 
 218.62971    0.69243  0.072  37.54  18.24  16.51 
 218.72084    0.82124  0.128  38.88  18.96  16.25 
 218.65633    0.66303  0.031  35.61  19.87  17.50 
 218.89175    0.67169  0.108  38.48  18.89  16.13 
 218.90164    0.79005  0.108  38.47  20.17  17.69 
 218.87798    0.78320  0.136  39.01  18.30  16.35 
 218.91452    0.79561  0.119  38.69  20.15  17.22 
 218.91446    0.69697  0.108  38.47  19.62  16.79 
 218.98401    0.63569  0.177  39.65  20.28  17.21 
 218.93036    0.72104  0.124  38.79  19.25  16.76 
 218.94093    0.73330  0.129  38.88  19.63  16.86 
 219.03896    0.78174  0.128  38.88  20.04  17.41 
 219.13747    0.67635  0.056  36.96  17.90  15.15 
 219.18607    0.71005  0.056  36.97  18.67  16.36 
 219.19502    0.71983  0.057  36.99  18.10  15.20 
 219.14998    0.68830  0.055  36.94  19.87  17.25 
 219.15065    0.81835  0.072  37.55  18.62  17.12 
 219.29697    0.82899  0.078  37.73  18.71  16.00 
 219.33708    0.78678  0.078  37.72  18.99  16.73 
 219.47340    0.71860  0.150  39.25  19.82  17.02 
 219.47958    0.77109  0.129  38.89  19.47  17.34 
 219.62274    0.79336  0.083  37.85  18.64  16.45 
 219.51407    0.76202  0.083  37.85  18.50  16.58 
 219.54169    0.81142  0.128  38.86  18.69  17.01 
 219.68956    0.67161  0.147  39.20  19.68  16.90 
 219.70163    0.68240  0.150  39.25  20.06  17.30 
 219.79903    0.65612  0.150  39.24  20.64  17.53 
 219.82919    0.63861  0.150  39.25  19.43  16.28 
 219.87044    0.68960  0.082  37.84  19.84  17.46 
 220.01608    0.69244  0.116  38.64  18.05  15.22 
 219.95284    0.78801  0.116  38.63  19.99  17.42 
 220.04582    0.69866  0.116  38.64  19.96  17.54 
 220.13972    0.63703  0.050  36.72  18.03  15.81 
 220.30205    0.80371  0.150  39.25  18.67  16.83 
 220.55663    0.69034  0.109  38.49  19.61  17.14 
 220.69521    0.72466  0.180  39.68  19.53  17.37 
 220.83960    0.64332  0.138  39.04  19.71  16.61 
 220.94263    0.71790  0.050  36.73  18.89  16.36 
 220.94994    0.73163  0.177  39.64  19.39  17.49 
 221.04683    0.75804  0.158  39.36  19.56  17.42 
 221.07114    0.77583  0.149  39.23  18.97  17.50 
